Epoch 1/1000 | SDE training launched
Iteration 18/20 | CV loss = 4.910e-01, time = 0.81
Iteration 19/20 | CV loss = 4.774e-01, time = 0.79
Iteration 20/20 | CV loss = 4.562e-01, time = 0.79
Epoch 12/1000 | CV average loss = 6.539e-01, time = 16.00
Epoch 13/1000 | CV training launched
Iteration 1/20 | CV loss = 4.388e-01, time = 0.79
Iteration 2/20 | CV loss = 4.281e-01, time = 0.79
Iteration 3/20 | CV loss = 4.161e-01, time = 0.79
Iteration 4/20 | CV loss = 4.026e-01, time = 0.79
Iteration 5/20 | CV loss = 3.887e-01, time = 0.79
Iteration 6/20 | CV loss = 3.766e-01, time = 0.80
Iteration 7/20 | CV loss = 3.661e-01, time = 0.80
Iteration 8/20 | CV loss = 3.567e-01, time = 0.79
Iteration 9/20 | CV loss = 3.443e-01, time = 0.79
Iteration 10/20 | CV loss = 3.330e-01, time = 0.79
Iteration 11/20 | CV loss = 3.266e-01, time = 0.80
Iteration 12/20 | CV loss = 3.166e-01, time = 0.81
Iteration 13/20 | CV loss = 3.044e-01, time = 0.80
Iteration 14/20 | CV loss = 2.974e-01, time = 0.79
Iteration 15/20 | CV loss = 2.915e-01, time = 0.80
Iteration 16/20 | CV loss = 2.828e-01, time = 0.82
Iteration 17/20 | CV loss = 2.773e-01, time = 0.80
Iteration 18/20 | CV loss = 2.673e-01, time = 0.80
Iteration 19/20 | CV loss = 2.645e-01, time = 0.79
Iteration 20/20 | CV loss = 2.551e-01, time = 0.79
Epoch 13/1000 | CV average loss = 3.367e-01, time = 15.94
Epoch 14/1000 | SDE training launched
Iteration 1/20 | SDE loss = 2.217e-01, MSE = 5.496e-06, exotic = 1.6676e-01, time = 0.76
Iteration 2/20 | SDE loss = 2.199e-01, MSE = 5.249e-06, exotic = 1.6736e-01, time = 0.76
Iteration 3/20 | SDE loss = 2.181e-01, MSE = 5.103e-06, exotic = 1.6710e-01, time = 0.76
Iteration 4/20 | SDE loss = 2.176e-01, MSE = 5.064e-06, exotic = 1.6693e-01, time = 0.77
Iteration 5/20 | SDE loss = 2.214e-01, MSE = 5.430e-06, exotic = 1.6708e-01, time = 0.77
Iteration 6/20 | SDE loss = 2.202e-01, MSE = 5.314e-06, exotic = 1.6707e-01, time = 0.77
Iteration 7/20 | SDE loss = 2.200e-01, MSE = 5.250e-06, exotic = 1.6747e-01, time = 0.77
